,index,comment,n_star,date_time,label,positive_count,neutral_count,negative_count
3978,3978,bình_thường tôi thích mua máy sử_dụng khỏi đóng thuế_bưa máy củ giá thấp hơn máy mới 100k tôi mới mua máy mới tôi tháy máy chạy tốt lâu_lâu chơi game mu_rổi nói_chung chạy ổn tôi thử máy gióng dân đam_mê game chơi cấm sạt máy bóc khói đơ hay 5 sao,4,2020-11-03,Positive,3,0,0
3979,3979,mới mua sáng máy dùng tốt chơi game mở max cau hình ko nóng ty nào cảm_biến vân tay nhay chạm mở máy ngon trong tầm giá,5,2019-01-12,Positive,3,1,0
3980,3980,hiệu_năng ok mượt chơi game tốt giật lag vấn_đề pin dung_lượng 4000 tụt hơi nhanh đáp_ứng ngày sử_dụng sạc nhanh đầy cam chụp bình_thường đẹp ok dùng videocall zalo hoặc mess mờ nói_chung tổng_thể sản_phẩm dùng tốt trong tầm giá,4,2019-03-07,Neutral,2,3,0
3981,3981,nghe gọi rõ phát loa ngoài to hơn loa trong mặc_dù ki bật loa ngoài ai muốn nghe to hơn quay ngược điện_thoại nhé nhạc chuông 5 kiểu ko hay hơi nhỏ pin bình_thường 2700 mah ko trâu lắm đèn_pin sáng,3,2019-09-09,Negative,0,1,1
3982,3982,ủa em hỏi iphone 7plus chính hãng tgdd loại 64g hay 128g dạ hay nó độc_quyền 32g à còn mấy 7plus g cao hàng nhái hay sao em tgdd kiếm 32g thôi mua luôn giờ thắc_mắc hỏi,5,2020-10-05,Negative,0,0,0
3983,3983,mua tặng dùng biết đánh_giá thế_nào biết người tặng thích mình hài_lòng,5,2020-07-15,Positive,1,0,0
3984,3984,1 thoi_gian su dung nhuoc diem lon nhat o con nay la mat lung de tray xuoc voi cau hinh cung binh thuong voi gia hon 9 trieu thi hoi chat camera 32p cung khong duoc net lam anh chup bi am vang van tay cap nhat lai dung cung tam duoc voi lai mo khoa khuon mat hoi lau,3,2019-05-18,Negative,0,1,4
3985,3985,mới mua 5 ngày game nhẹ thoát đơ 3 giây mới thoát đc,3,2020-04-21,Negative,0,0,1
3986,3986,giá ko hợp_lý camara dỡ tệ ánh_sáng màn_hình yếu quảng_cáo cố mua con tầm giá ssa50 ngon hơn,1,2019-07-05,Negative,0,0,3
3987,3987,mới mua 3 ngày dùng thíchmáy pin khỏechơi game mượt nóng ơ mức bình_thường,5,2018-06-28,Positive,3,0,0
3988,3988,máy cấu_hình khỏe chơi lq max cấu_hình k nóng mọi thứ ok trừ camera k tốt mong_đợi nhân_viên tư_vấn nhiệt_tình,4,2020-06-21,Positive,3,0,1
3989,3989,chụp hình đc đẹp realme3 pin nhanh hết chơi game liên_quan compat lag quá đứng im người_ta đánh 3 thôi thấy hài_lòng rùi,2,2020-05-27,Negative,0,0,4
3990,3990,hầu_hết mọi thứ ổn trừ wifi bắt hơi yếu sóng di_động đến rìa ngoại_thành còn 1 vạch nháy_đúp mở_màn_hình thực nhạy,4,2020-02-23,Neutral,1,0,1
3991,3991,sạc pin siêu_tốc tuột siêu_tốc cảm_biến vân tay_chơi game online lag uổng 9tr,1,2019-10-31,Negative,0,1,3
3992,3992,sài ngon thật camera chụp ảnh đẹp mõi tội sử_dụng app video call mờ tối thui,4,2019-11-07,Positive,1,1,0
3993,3993,máy ok cấu_hình tốt chs game mượt màng hình hơn tối nhân_viên phục_vụ nhiệt_tình,5,2020-04-21,Positive,3,0,1
3994,3994,tự_động cập_nhật androi 10 chụp ảnh mất lun cam góc rộng mất nhìu thứ khác nx quá thất_vọng,3,2020-04-21,Negative,0,0,2
3995,3995,mọi chức_năng ok trừ camera lưu hơi chậm khiến ảnh chụp nhòe tạm ổn giá cảm_ứng mượt mở mật_khẩu bằng số còn nhận_diện hơi chậm nói_chung tạm,4,2019-06-26,Neutral,0,3,0
3996,3996,m xài dc 1 tuannói chung ok pin k kéo lâu mặc_dù m k chơi game cấu_hình mạnhm thix chụp hình máy chụp hình m thấy quá okcòn bền_vững xem time nữanhưng mình 5 k hẳn chất_lượng máy 1 phần chị nhân_viên trong tgdd quá okm còn nhớ c tên hấn ánc dễ_thương gần_gũi thân_thiện,5,2020-07-08,Positive,3,0,1
3997,3997,máy ổn xài tốt mọi thứ 1 quả pin hơi tệ màn 120hz dùng tầm 15h hết pin mong bản nâng_cấp,5,2020-03-27,Negative,1,1,1
3998,3998,mọi người dùng s20 em hỏi mở video hay ca_nhạc đại_loại âm_thanh dung máy cầm máy cảm_thấy âm_thanh dung mạng ở phía lưng máy ko ạ em mở 12 volum máy lỗi ạ,3,2020-04-19,Negative,0,0,1
3999,3999,mua chạy grab toàn báo định_vị yếu ko làm_ăn đc gi rõ chán bán lỗ tụt quần,2,2020-09-02,Negative,0,0,1
4000,4000,hua xa realme 5 pro đc mạnh ms muasau xài 3 tháng thấy sauđiều 1 loa ổn ok bình thườngthiết kế đẹp nặngnhưng chơi game chơi 1 vántầm 16phút máy bất_ngờ nóng 40 độ c chụp 23 bức hình cx thếkhuyên bạn ý_định mua ko nênđợi realme 6 hoặc realme 5 pro,1,2020-03-28,Neutral,2,0,2
4001,4001,3 tháng sử_dụng cá_nhân mình thấy chê hãng gắn chip snap 855 máy nền giá bằng 1 máy flagship hiện_nay quá tuyệt_vời cắt_giảm camera cảm_biến vân tay khuôn_mặt thật tốt đáng lo_ngại mọi người muốn 1 máy hiệu_năng tốt nhanh mượt cân mọi game bật full cấu_hình giá cực rẻ samsung s10 lite ko làm_bạn thất_vọng tầm giá bằng một flagship mọi người đòi hoàn_hảo thêm camera xịn vân tay siêu nhạy thứ chuẩn thành dòng máy flagship giá 20 triệu trở ai mua mấy bạn,5,2020-01-08,Neutral,2,0,2
4002,4002,dán keo tgdd bảo hàng k ạ mới mua dán ở tgdd về thấy xấu quá ạ keo muốn bung,1,2020-04-21,Negative,0,0,1
4003,4003,máy dùng ngon mượt pin khỏe mình xài ngày ok quá đi mình thích mình yên_tâm mua hàng ở hàng chính hãng bảo_hành tới 1 năm thế chụp ảnh xóa_phông đẹp nghệ_thuật hi_hi,5,2018-09-27,Positive,5,0,0
4004,4004,mới mua máy 3 ngày máy thiết_kế đẹp dùng mượt máy loa kép âm_thanh phát khá to êm tai còn về khoản pin sạc hơi lâu,5,2019-08-27,Positive,3,0,1
4005,4005,máy phù_hợp trong tầm giá mặt lưng bằng kính sang_trọng thiết_kế đẹp camera tốt chế_độ chụp đêm giúp chụp rõ tiết mình chơi liên_quân bật max setting fps cao ổn mặc_dù đôi combat hơi giật lắc 1 phần ảnh_hưởng tốc_độ mạng màn_hình khuyết_điểm giúp mình trải nghiệm tốt hơn camera thò thụt nhạy về vân tay cảm_biến đôi hơi chậm nói_chung máy đáng mua bên hình_ảnh mình chụp chế_độ đêm,4,2020-07-03,Positive,4,3,0
4006,4006,bắt wifi kém lắm mn ạ lỗi nghe gọi tùm_lum hàng việt nam thua hàng tq thất_vọng quá,2,2020-12-06,Negative,0,0,3
4007,4007,xem đánh_giá chê quá mình thích kiểu máy camera cứng_đầu mua kết_quả quá chán nhất cảm_ứng nhảy lung_tung nhấn ănđánh chữ bực mìnhcamera tạm đc k quá đẹp đc chụp góc rộng thôivới số tiền bỏ đáng tí nào khuyên mn k muathất vọng,1,2019-05-26,Negative,0,1,3
4008,4008,máy sài tốt,5,2020-08-16,Positive,1,0,0
4009,4009,máy đẹp pin khoẻ cam ok k lỗi_lầm pin dùng thoải_mái 1 ngày k lo_nghĩ ok,5,2020-09-05,Positive,3,0,0
4010,4010,sản_phẩm dùng tốt trong tầm giácamera tạm ổn trong tầm giá selfie đẹp cấu_hình mạnhnói chúng đáng mua,4,2020-07-15,Positive,2,2,0
4011,4011,máy dùng thường_xuyên đơ màn_hình khá khó_chịu hỏi bên bảo_hành kêu ko xác_định đc lỗi,3,2020-04-21,Negative,0,0,1
4012,4012,gần 1 tuần mình đánh_giá camera 48mp ko hiểu sao hình_ảnh ko ăn_thua lắm về cấu_hình số tầm giá còn mạnh một_số khuyết_điểm mình ko thích gọi video hay chơi game máy nóng ko hiểu sao con_chạy chíp 660 thua máy hãng chạy chíp cũ 626 mình dùng 1 em xiaomi redmi 5 plus máy tuy dùng hơn năm mình dùng gọi video hay chơi game ko thấy nóng bảo giờ,3,2019-08-25,Neutral,0,2,1
4013,4013,thiết_kế đẹp máy dùng mượt ghê cấu_hình oke trong phân khúc thích vivo thiết_kế nào đẹp hơn hãng khác bỏ 4tr9 xứng_đáng,5,2020-02-06,Positive,3,0,1
4014,4014,máy xài tốt mình chơi game lướt fb youtobe thường_xuyên cảm_thấy pin trâu bắt wifi 34g cực_kì nhạy màng hình cảm_ứng nhạy k đơ hay lag nói_chung dòng máy đáng mua,5,2019-04-11,Positive,3,0,0
4015,4015,nhìn ưng quá máy đẹp mới mua vsmart live 3 tháng chả nhẽ giờ 2 tay 2 máy vin,5,2020-01-16,Positive,1,0,0
4016,4016,dùng cơ_bản fb zalo thấy mượt realme ui hiện_tượng chạy chậm hay đơ hơn bản cũ còn độ bền xài thử mới biết đc d,4,2020-01-07,Neutral,0,1,0
4017,4017,chip chơi game cực tốt mình xài 5 tháng còn mượt phí tiền mua con hài_lòng,5,2020-04-21,Positive,3,0,0
4018,4018,mới mua 3 ngày chơi game lướt web mướt mườn_mượt nha pin khá yếu hong quá trâu lời đồn ai updata android 10 ý_kiến,5,2020-01-04,Neutral,1,0,1
4019,4019,máy ngon pin trâu sạc hơn tiếng đầy pin chụp ảnh khá ok loa kép nghe to rõ ncl ổn tầm giá,5,2020-04-21,Positive,4,1,0
4020,4020,sản_phẩm khá tốt mình mua sáng hiện xài khá tốt pin xài khá lâu giá hợp_lý sản_phẩm việt,4,2020-07-03,Positive,3,0,0
4021,4021,mới mua 1 tháng ở tgdd đánh_giá 1 màn đẹp nét loa to xem phim ko j nghĩ 2máy bắt wifi ổn ai_bảo yếu nhân_phẩm 3cảm ứng mượt ko đơ realme chơi game mượt ở cấu_hình thấplq hay pubg hạ_đồ_hoạ ok 4pin trâu_bò sạc khá nhanh nhược_điểm hơi nóng máy sạc thích_hợp sinh_viên tác vụ bt sd 23 năm ok 4 ưu_điểm 1 nhược_điểm 3 sao 05 sao về phục_vụ nhiệt_tình nv tgdd,3,2020-04-21,Positive,3,2,0
4022,4022,mới mua 1 tháng mấy ngàypin đem tụt 50 pin còn 90 tụt nhanh quả_thật vọng,1,2019-08-24,Negative,0,0,1
4023,4023,máy nói_chung ổn_định chơi game mượtcó ko cầm pin lâu mình sạc đầy 100 cầm vuốt vuốt 10p còn 97 rồihoặc sạc đầy bỏ_túi sài tới khoảng 30p móc thấy tuột 99,4,2020-02-26,Positive,2,0,1
4024,4024,máy tuyệt_vời pin trâu mẫu_mã đẹp màn_hình coi phim tỉ sướng k chê đâu,5,2019-03-10,Positive,3,0,0
4025,4025,sản_phẩm xài tốt mức giá tiền đọc bình_luận con_người chê sản_phẩm chứng_tỏ thêm độ ngu_dốt họ mua lo tìm_hiểu về cấu_hình máy biết sủa nhảm giỏi mình thông_cảm mấy đứa não đi chê sản_phẩm tốt_thế,5,2020-02-21,Positive,1,1,0
4026,4026,lướt web xem phim chụp ảnh ok chơi game cực_kỳ tệ đứng máy cực_kỳ lag tốt nhất ai ý_định mua chơi game tìm mua 3ram hoặc 4ram trở_vivo lol,3,2019-04-20,Negative,1,1,1
4027,4027,máy quá okpin xài lâu chụp hình đẹp nhân_viên nhiệt tìnhchụp hình chơi game ok hếtgiá túi_tiền nữamọi người mua,5,2020-04-21,Positive,6,0,0
4028,4028,mới mua thây sài khá ổn vân tay nhạy k giật đơ hay lag mọi người nói chụp hình cx ok,5,2020-07-29,Positive,3,1,0
4029,4029,mình mới mua về sài ok sản_phẩm tuyệt_vời mình hỏi thêm bật chia_sẻ wifi máy rung sao ạ,5,2020-01-15,Positive,1,1,0
4030,4030,giá vsmart live 4 đắt tiền quá camera 13mp ít hơn vsmart live cũ giữ nguyên cấu_hình vsmart live cũ nâng_cấp tốt hơn,1,2020-04-21,Negative,0,0,2
4031,4031,cảm_ứng k nhạy hay loạn chán thật chơi game nhảy thanh thông_báo ức_chế quá,2,2020-12-03,Negative,0,0,1
4032,4032,mới đổi thứ 2 tiếp_tục lỗi ko nhận_diện camera ko biết cách nào khắc_phục ko chán quákhông biết đổi lần cầu_mong thật,2,2020-07-14,Negative,0,0,1
4033,4033,hello mọi người nhật trung tv mình mới mua máy sam sung a71 mình test thử quay vlog máy chụp ảnh quay video ok nét bật chống rung quay ok pin sử_dụng liên_tục tầm 6 tiếng về sac nhanh khỏi bàn chơi geam máy ít nóng vỏ kim_loại hiệu_năng con chíp đỉnh đấy hệ hành android 10 trải nghiệm tốt youtuber nhật trung tv nhé,4,2020-07-20,Positive,2,1,0
4034,4034,chất_lượng tuyệt_vời sử_dụng 1 thời_gian cảm_thấy đáng đồng_tiền nhân_viên chăm_sóc nhiệt_tình,5,2020-04-21,Positive,3,0,0
4035,4035,giá quá mắc con bán giá tầm 32 triệu còn bản 3g ram 3 triệu mới hợp_lý giá sao anh vsmart,1,2020-06-08,Negative,0,0,1
4036,4036,sao con joy3 mình nó hao pin vâyđể tối đến sáng hao mất 10 con mới mua,3,2020-03-31,Negative,0,0,1
4037,4037,tôi youtube chế độhd1080 xem đẹpchụp hình okpin biết đủ 5000 tạm ổnnói chung 39tr hợp_lý ram 332g,5,2020-07-18,Neutral,1,3,0
4038,4038,mua 1 tháng máy mượt ít nóng dù xài liên_tục xạc nhanh lâu hết pin chụp hình k bằng a50 tốt trong tầm giá thấy mấy bạn mua k ốp lưng mình mua tgdd,5,2019-11-19,Positive,4,1,1
4039,4039,máy 4 hình_dung ngon bổ rẻ đẹp điểm trừ nhẹ pin tạm ổn ko trâu lấm hài_lòng sản_phẩm nhân_viên tgdd quốc_lộ 80 lấp vò đồng tháp nhiệt_tình viu_vẻ kết e nhân_viên xinh_xinh,5,2019-01-05,Positive,4,1,0
4040,4040,ai đánh_giá ko tốt về sản_phẩm xem tui mới mua trải nghiệm máy tốt chụp ảnh đẹp pin xài ngày ko hết chơi game xem youtube thứ ko hề 1 lỗi,5,2020-07-21,Positive,3,0,0
4041,4041,mới lấy chiều 5tr6 cảm_nhận ban_đầu may đẹp màn độ sáng kém fun sáng,5,2020-05-24,Negative,1,1,1
4042,4042,điện_thoại mua ngày 281219 sử_dụng đến nay mọi thứ ok pin trâu sử_dụng hơn 1 ngày pin đêm tụt 12quá ok nhận_diện vân tay nhanh uổn tiền mua,5,2020-01-29,Positive,4,0,0
4043,4043,mình mua máy đc 2 hôm tất mọi thứ ok ưng tầm giá đến 6tr 1 điểm góc bên trái màn_hình cảm_ứng k đc nhạy lắm tgdg đc nhân_viên hỗ_trợ đổi máy nhiệt_tình hết máy nguyên hộp đc hỗ_trợ đổi máy bày bên ngoài làm cách nào biết đc máy bên ngoài máy mới sd k máy đổi trả khách_hàng trc nhỉ mình thấy máy đc đổi kích_hoạt ok hết,5,2019-12-12,Positive,2,1,1
4044,4044,ai lỗi kết_nối wifi ko đt lâu khoảng 1 2h ko dùng mở khoá màn_hình thấy wifi ko mạng tắt wifi mở kết_nối bình_thường,3,2020-12-04,Negative,0,0,1
4045,4045,not 10 sao chip ko snapdragon 866 nhỉ chip bao ngon lun tgdd hoài ko thấy,5,2019-06-12,Negative,0,0,0
4046,4046,t xài đc 5 tháng r mới mua về dính mấy lỗi vặt update mấy phiên_bản giờ xài ok r pin ổn_định hơn bao trâu sóng bắt mạnh chụp ảnh tương_đối ngon nhất trong tầm giá chính hãng camera lồi cao quá xài ốp hơi to,5,2020-08-16,Positive,3,3,1
4047,4047,mình thấy tầm giá ok cảm_ứng mượt loa ko lớn ko nhỏ vân tay khá nhạy camera ok tạm chấp nhậngiá tầm trung trung_bình đc muốn cao hơn giá khácmẫu đt thể cấu_hình cao hơn về vẻ đẹp nó đẹp hơn,5,2020-10-05,Positive,2,2,0
4048,4048,máy chơi game cấu_hình cao mươthơi nóng nhẹ đáng kểlâu lâu cụgr giật khó chịuchụp hình ổnâm thanh khátốt trong tầm giá,5,2020-04-02,Positive,3,2,0
4049,4049,cung đc đt xài 2 tháng rưỡi 97 ko biết co s ko ạ ban_đầu sạc 2 tiếng rưỡi đầy bây_giờ tận 3 tiếng lận,4,2019-07-16,Negative,0,1,1
4050,4050,quá tệ máy lỗi lag còn hơn con joy 3 thời_gian đầu chơi liên_quân còn mượt bây_giờ ko thể game đc lag v thất_vọng về sản_phẩm,1,2020-04-21,Negative,0,0,2
4051,4051,cảm_nhận 1tháng ip11 ss20 100 điểm vivo s1pro xứng_đáng đạt 85 máy mượt cảm_ứng nhạy nhận_dạng nhanh cam tốt loa to chơi game nặng còn biết hết cảm_thấy xứng giá tiền tầm trung,4,2020-06-22,Positive,4,1,0
4052,4052,lần muốn bật tắt wifi vô cài_đặt à ai biết cách nhanh hơn ko chán thật 4s thôi,4,2020-08-03,Negative,0,0,1
4053,4053,mk dùng hơn 2 thág máy_ảnh thứ pin ok nhưg hiện_giờ xuất_hiện tình_trạng máy giật lag khó chịuhay lỗi camera,2,2020-04-21,Negative,1,1,1
4054,4054,máy quá chuẩn giá tâm trừng đáp_ứng đầy_đủ nhu_cầu xứ hướng hiện nàymờ khóa gương mặtquà sáng chạnh tuyệt vờimấy đẹp,5,2019-10-03,Positive,4,1,0
4055,4055,đt a92 đag xem hoặc đag chơi j hay out ngoàithường xuyên đứng máy hay nhảy wa ứng_dụng khác sài màk mún đập lun đt tức raai cách nào khắc_phục mình vs sài kiểu sao mak sài_dc,1,2020-04-21,Negative,0,0,1
4056,4056,mình mới mua sản_phẩm nói_chung cấu_hình cao hơn giá rẻ mua phần hài_lòng lắm độ sáng màn_hình mắt mình yếu chỉnh ánh_sáng mờ 1 tí hễ camera hay thư_viện ảnh nó sáng_trưng tối_đa luôn dù thanh độ sáng thoát nó setting,3,2020-02-06,Negative,1,1,1
4057,4057,mới mua dc 2 ngày pin đem tụt pim nhiẻu dù đa tăt hêt ứng_dụng tất_wifi,3,2020-04-21,Negative,0,0,1
4058,4058,máy xài ok tay_cầm nhân_viên nhiệt_tình dễ_thương mình hỏi trong hộp ip7 cổng logeng kg,5,2018-12-25,Positive,3,0,0
4059,4059,sản_phẩm tốt nhân_viên tư_vấn nhiệt_tình pin trâu sạc nhanh chơi game mượt màn_hình to tần_số quét 90hz khiến trải nghiệm game tốt hơn chơi game quá nóng hơi ấm ở phần gần cameranói chung đáng tiền ai muốn mua mua bản 4gb đừng mua bản 8gb đầu_tư xứng ở mức thể mua realme 6 pro,4,2020-07-17,Positive,5,1,0
4060,4060,2 bữa đầu vẻ tụt pin nhanh xài pin trâu vô camera xuất_sắc mượt cày game liên_quân pubg khỏi chê,5,2020-06-01,Positive,2,1,0
4061,4061,mới mua pin đêm tuột cỡ 34 pin nay xài dc 2 tháng đêm pin tuột 10pin,3,2020-04-16,Negative,0,0,1
4062,4062,mua tới hôm sài 4 ngày nhìn_chung mọi thứ khá ổn trừ pin hai quá nhanh wifi bắt yếu thôi mình sài chơi game sử_dụng nghe gọi lướt facebook thôi sạc 2 lần đầu đủ tám tiếng rút điện_thoại chờ thôi mất gần 10 còn wifi thực tệ mấy mình hay mấy bạn khác mình sài tài_khoản messenger chung tin nhắn tới con redmi note 4 nhận hồi lâu mới tới điện_thoại kêu sử_dụng một thời_gian bản cập_nhật cải_thiện hơn,4,2019-05-24,Negative,1,0,2
